Div ARTEFACT DNA DNA/Academ-1 DNA/Academ-2 DNA/Academ-2? DNA/CMC-Chapaev DNA/CMC-Chapaev-3 DNA/CMC-EnSpm DNA/CMC-EnSpm? DNA/CMC-Mirage DNA/CMC-Transib DNA/Crypton DNA/Crypton-A DNA/Crypton-H DNA/Crypton-I DNA/Crypton-V DNA/Crypton? DNA/Dada DNA/Ginger DNA/Ginger-1 DNA/Ginger-2 DNA/IS3EU DNA/Kolobok DNA/Kolobok-E DNA/Kolobok-Hydra DNA/Kolobok-T2 DNA/Kolobok-T2? DNA/Kolobok? DNA/MULE DNA/MULE-MuDR DNA/MULE-MuDR? DNA/MULE-NOF DNA/MULE-NOF? DNA/Maverick DNA/Merlin DNA/P DNA/P-Fungi DNA/PIF-Harbinger DNA/PIF-Harbinger? DNA/PIF-ISL2EU DNA/PIF-Spy DNA/PiggyBac DNA/PiggyBac? DNA/Sola-1 DNA/Sola-2 DNA/Sola-2? DNA/Sola-3 DNA/TcMar DNA/TcMar-Fot1 DNA/TcMar-ISRm11 DNA/TcMar-Mariner DNA/TcMar-Pogo DNA/TcMar-Pogo? DNA/TcMar-Stowaway DNA/TcMar-Stowaway? DNA/TcMar-Tc1 DNA/TcMar-Tc1? DNA/TcMar-Tc2 DNA/TcMar-Tc4 DNA/TcMar-Tigger DNA/TcMar-m44 DNA/TcMar? DNA/Zator DNA/Zisupton DNA/hAT DNA/hAT-Ac DNA/hAT-Ac? DNA/hAT-Blackjack DNA/hAT-Charlie DNA/hAT-Pegasus DNA/hAT-Tag1 DNA/hAT-Tip100 DNA/hAT-Tip100? DNA/hAT-hAT1 DNA/hAT-hAT19 DNA/hAT-hAT5 DNA/hAT-hAT6 DNA/hAT-hATm DNA/hAT-hATw DNA/hAT-hATx DNA/hAT-hobo DNA/hAT? DNA? DNA?/hAT? LINE LINE/CR1 LINE/CR1-Zenon LINE/CRE LINE/Dong-R4 LINE/I LINE/I-Jockey LINE/L1 LINE/L1-DRE LINE/L1-Tx1 LINE/L2 LINE/L2? LINE/Penelope LINE/Proto2 LINE/R1 LINE/R1-LOA LINE/R2 LINE/R2-Hero LINE/R2-NeSL LINE/RTE-BovB LINE/RTE-ORTE LINE/RTE-RTE LINE/RTE-X LINE/Rex-Babar LINE? LINE?/Penelope? LTR LTR/Bhikhari LTR/Copia LTR/Copia? LTR/DIRS LTR/ERV-Foamy LTR/ERV1 LTR/ERV1? LTR/ERV4 LTR/ERVK LTR/ERVK? LTR/ERVL LTR/ERVL-MaLR LTR/ERVL? LTR/Gypsy LTR/Gypsy? LTR/Ngaro LTR/Pao Other Other/DNA_virus RC/Helitron RC/Helitron? Retroposon Retroposon? SINE/5S-Sauria-RTE SINE/7SL SINE/B4 SINE/ID SINE/L2 SINE/MIR SINE/U SINE/tRNA SINE/tRNA-5S SINE/tRNA-7SL SINE/tRNA-CR1 SINE/tRNA-Ceph SINE/tRNA-Core SINE/tRNA-Core-L2 SINE/tRNA-Core-RTE SINE/tRNA-Deu SINE/tRNA-Deu-I SINE/tRNA-Deu-L2 SINE/tRNA-Deu-RTE SINE/tRNA-I SINE/tRNA-L2 SINE/tRNA-Meta SINE/tRNA-RTE SINE/tRNA-V Satellite Satellite/Y-chromosome Satellite/acromeric Satellite/centromeric Satellite/macro Satellite/telomeric Simple_repeat Unknown rRNA snRNA tRNA 
50 0 2699 1362 0 0 0 1602 680 0 0 401 0 0 0 0 0 0 0 0 0 0 379 0 0 307 0 0 0 0 0 75 0 0 3042 0 382 0 0 0 5 0 0 0 1061 0 0 0 0 75 14 14 0 0 0 0 1704 0 0 0 0 0 0 364 643 0 308 0 79 235 0 207 2352 0 0 0 0 0 12413 148 23 0 0 0 0 274 11569 0 0 0 150 72 0 0 907 2874 0 1063 0 0 0 0 0 0 3790 0 0 173 0 0 0 0 0 0 0 0 0 0 0 0 514 0 0 0 0 3145 0 408 0 0 0 189 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3645 0 0 0 0 0 0 322 0 0 0 
51 0 1014 0 0 0 134 303 208 0 0 382 0 0 0 0 0 0 0 97 0 0 50 0 0 0 0 0 0 0 0 399 0 0 603 0 116 0 0 0 0 0 524 0 712 869 0 0 0 398 0 0 0 0 0 0 1780 0 0 0 0 0 0 191 232 0 684 0 0 34 0 0 651 0 0 0 0 0 7987 0 693 0 0 0 0 0 6318 0 0 0 0 439 0 0 875 1929 0 1726 0 0 0 0 0 0 497 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 600 497 2257 200 0 0 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3192 0 0 0 0 0 0 251 0 0 0 
52 0 124 233 0 0 92 303 142 0 0 139 0 0 20 0 0 0 226 0 0 0 0 0 0 2 0 0 0 0 80 14 0 0 69 0 20 0 0 0 0 0 0 0 33 65 0 0 0 0 0 160 0 0 0 0 601 0 0 0 0 0 0 0 113 0 286 0 0 125 0 0 885 0 0 0 0 0 2380 10 198 0 0 0 0 0 2356 0 0 0 0 402 0 0 0 310 0 366 0 0 0 0 0 0 606 0 0 174 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 792 0 408 188 0 0 1581 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 900 0 0 0 0 0 0 0 0 0 0 
53 0 2648 233 0 0 114 326 48 0 0 942 0 0 0 0 0 0 0 257 0 0 131 0 0 0 20 0 0 0 0 0 0 0 0 29 0 0 0 0 0 0 0 0 0 161 0 0 0 0 0 0 0 0 0 0 178 0 0 0 0 0 0 0 582 0 0 0 -13 638 0 0 111 0 0 0 0 0 154 0 0 0 0 0 0 480 1066 0 0 0 0 0 0 0 0 710 0 1070 0 0 0 0 0 0 53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 859 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2138 0 0 0 0 0 0 220 0 0 0 
54 0 74 0 0 0 0 0 27 0 0 217 0 0 0 0 0 0 299 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 463 0 0 0 0 0 0 0 20 0 0 0 0 180 0 0 44 0 0 0 0 0 267 0 0 0 0 0 0 0 1670 0 0 0 0 0 24 0 0 148 0 0 0 849 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1860 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 874 0 0 0 0 0 0 0 0 0 0 
55 0 493 0 0 0 0 0 235 0 0 0 0 0 0 0 0 0 0 0 0 0 159 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 132 0 0 0 0 0 0 0 0 0 0 0 0 0 0 44 0 0 0 0 0 0 0 277 0 0 0 0 0 1419 0 0 0 0 0 0 0 323 0 0 0 0 227 0 0 0 38 0 19 0 1323 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 838 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1386 0 0 0 0 0 0 0 0 0 0 
56 0 323 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 203 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 887 0 0 169 0 0 0 0 0 0 0 0 0 0 0 0 0 381 0 0 0 0 136 0 0 0 853 0 0 0 526 0 0 0 0 142 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 577 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1451 0 0 0 0 0 0 536 0 0 0 
57 0 48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 149 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 131 0 0 0 0 0 82 0 0 0 0 0 0 0 11 0 0 0 0 0 2 0 0 96 0 0 0 1094 0 0 0 1135 0 0 0 0 116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 51 0 0 167 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1646 0 0 0 0 0 0 0 0 0 0 
58 0 426 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 172 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 38 0 0 0 0 0 0 0 0 0 0 0 0 0 424 0 0 0 0 0 0 0 0 546 0 0 0 -1 0 0 0 78 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 179 0 0 255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1109 0 0 0 0 0 0 1201 0 0 0 
59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41 0 0 0 0 0 0 0 0 0 0 0 261 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 248 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 112 0 0 0 
60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 641 0 0 0 711 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
61 0 439 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27 0 0 0 0 0 0 0 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35 0 305 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 374 0 231 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
63 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 0 0 0 0 952 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
66 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 505 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 646 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 302 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
69 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
