"Base Gene ID","Manuscript Gene ID","Manuscript Transcript ID","Genome Portal Gene ID","Genome Portal Transcript ID"
"G011736","HVAEP1_G011736","HVAEP1_T011736.1","HVAEP6.G011736","HVAEP6.T011736.1"
"G011737","HVAEP1_G011737","HVAEP1_T011737.1","HVAEP6.G011737","HVAEP6.T011737.1"
"G011738","HVAEP1_G011738","HVAEP1_T011738.1","HVAEP6.G011738","HVAEP6.T011738.1"
"G011739","HVAEP1_G011739","HVAEP1_T011739.1","HVAEP6.G011739","HVAEP6.T011739.1"
"G011740","HVAEP1_G011740","HVAEP1_T011740.1","HVAEP6.G011740","HVAEP6.T011740.1"
"G011741","HVAEP1_G011741","HVAEP1_T011741.1","HVAEP6.G011741","HVAEP6.T011741.1"
"G011741","HVAEP1_G011741","HVAEP1_T011741.2","HVAEP6.G011741","HVAEP6.T011741.2"
"G011742","HVAEP1_G011742","HVAEP1_T011742.1","HVAEP6.G011742","HVAEP6.T011742.1"
"G011743","HVAEP1_G011743","HVAEP1_T011743.1","HVAEP6.G011743","HVAEP6.T011743.1"
"G011744","HVAEP1_G011744","HVAEP1_T011744.1","HVAEP6.G011744","HVAEP6.T011744.1"
"G011745","HVAEP1_G011745","HVAEP1_T011745.1","HVAEP6.G011745","HVAEP6.T011745.1"
"G011745","HVAEP1_G011745","HVAEP1_T011745.2","HVAEP6.G011745","HVAEP6.T011745.2"
"G011746","HVAEP1_G011746","HVAEP1_T011746.1","HVAEP6.G011746","HVAEP6.T011746.1"
"G011747","HVAEP1_G011747","HVAEP1_T011747.1","HVAEP6.G011747","HVAEP6.T011747.1"
"G011748","HVAEP1_G011748","HVAEP1_T011748.1","HVAEP6.G011748","HVAEP6.T011748.1"
"G011749","HVAEP1_G011749","HVAEP1_T011749.1","HVAEP6.G011749","HVAEP6.T011749.1"
"G011750","HVAEP1_G011750","HVAEP1_T011750.1","HVAEP6.G011750","HVAEP6.T011750.1"
"G011751","HVAEP1_G011751","HVAEP1_T011751.1","HVAEP6.G011751","HVAEP6.T011751.1"
"G011752","HVAEP1_G011752","HVAEP1_T011752.1","HVAEP6.G011752","HVAEP6.T011752.1"
"G011753","HVAEP1_G011753","HVAEP1_T011753.1","HVAEP6.G011753","HVAEP6.T011753.1"
"G011754","HVAEP1_G011754","HVAEP1_T011754.1","HVAEP6.G011754","HVAEP6.T011754.1"
"G011755","HVAEP1_G011755","HVAEP1_T011755.1","HVAEP6.G011755","HVAEP6.T011755.1"
"G011756","HVAEP1_G011756","HVAEP1_T011756.1","HVAEP6.G011756","HVAEP6.T011756.1"
"G011757","HVAEP1_G011757","HVAEP1_T011757.1","HVAEP6.G011757","HVAEP6.T011757.1"
"G011758","HVAEP1_G011758","HVAEP1_T011758.1","HVAEP6.G011758","HVAEP6.T011758.1"
"G011759","HVAEP1_G011759","HVAEP1_T011759.1","HVAEP6.G011759","HVAEP6.T011759.1"
"G011760","HVAEP1_G011760","HVAEP1_T011760.1","HVAEP6.G011760","HVAEP6.T011760.1"
"G011761","HVAEP1_G011761","HVAEP1_T011761.1","HVAEP6.G011761","HVAEP6.T011761.1"
"G011762","HVAEP1_G011762","HVAEP1_T011762.1","HVAEP6.G011762","HVAEP6.T011762.1"
"G011762","HVAEP1_G011762","HVAEP1_T011762.2","HVAEP6.G011762","HVAEP6.T011762.2"
"G011762","HVAEP1_G011762","HVAEP1_T011762.3","HVAEP6.G011762","HVAEP6.T011762.3"
"G011762","HVAEP1_G011762","HVAEP1_T011762.4","HVAEP6.G011762","HVAEP6.T011762.4"
"G011763","HVAEP1_G011763","HVAEP1_T011763.1","HVAEP6.G011763","HVAEP6.T011763.1"
"G011764","HVAEP1_G011764","HVAEP1_T011764.1","HVAEP6.G011764","HVAEP6.T011764.1"
"G011765","HVAEP1_G011765","HVAEP1_T011765.1","HVAEP6.G011765","HVAEP6.T011765.1"
"G011766","HVAEP1_G011766","HVAEP1_T011766.1","HVAEP6.G011766","HVAEP6.T011766.1"
"G011767","HVAEP1_G011767","HVAEP1_T011767.1","HVAEP6.G011767","HVAEP6.T011767.1"
"G011768","HVAEP1_G011768","HVAEP1_T011768.1","HVAEP6.G011768","HVAEP6.T011768.1"
"G011769","HVAEP1_G011769","HVAEP1_T011769.1","HVAEP6.G011769","HVAEP6.T011769.1"
"G011770","HVAEP1_G011770","HVAEP1_T011770.1","HVAEP6.G011770","HVAEP6.T011770.1"
"G011771","HVAEP1_G011771","HVAEP1_T011771.1","HVAEP6.G011771","HVAEP6.T011771.1"
"G011772","HVAEP1_G011772","HVAEP1_T011772.1","HVAEP6.G011772","HVAEP6.T011772.1"
"G011773","HVAEP1_G011773","HVAEP1_T011773.1","HVAEP6.G011773","HVAEP6.T011773.1"
"G011774","HVAEP1_G011774","HVAEP1_T011774.1","HVAEP6.G011774","HVAEP6.T011774.1"
"G011775","HVAEP1_G011775","HVAEP1_T011775.1","HVAEP6.G011775","HVAEP6.T011775.1"
"G011776","HVAEP1_G011776","HVAEP1_T011776.1","HVAEP6.G011776","HVAEP6.T011776.1"
"G011777","HVAEP1_G011777","HVAEP1_T011777.1","HVAEP6.G011777","HVAEP6.T011777.1"
"G011778","HVAEP1_G011778","HVAEP1_T011778.1","HVAEP6.G011778","HVAEP6.T011778.1"
"G011779","HVAEP1_G011779","HVAEP1_T011779.1","HVAEP6.G011779","HVAEP6.T011779.1"
"G011780","HVAEP1_G011780","HVAEP1_T011780.1","HVAEP6.G011780","HVAEP6.T011780.1"
"G011781","HVAEP1_G011781","HVAEP1_T011781.1","HVAEP6.G011781","HVAEP6.T011781.1"
"G011782","HVAEP1_G011782","HVAEP1_T011782.1","HVAEP6.G011782","HVAEP6.T011782.1"
"G011783","HVAEP1_G011783","HVAEP1_T011783.1","HVAEP6.G011783","HVAEP6.T011783.1"
"G011783","HVAEP1_G011783","HVAEP1_T011783.2","HVAEP6.G011783","HVAEP6.T011783.2"
"G011783","HVAEP1_G011783","HVAEP1_T011783.3","HVAEP6.G011783","HVAEP6.T011783.3"
"G011783","HVAEP1_G011783","HVAEP1_T011783.4","HVAEP6.G011783","HVAEP6.T011783.4"
"G011783","HVAEP1_G011783","HVAEP1_T011783.5","HVAEP6.G011783","HVAEP6.T011783.5"
"G011783","HVAEP1_G011783","HVAEP1_T011783.6","HVAEP6.G011783","HVAEP6.T011783.6"
"G011783","HVAEP1_G011783","HVAEP1_T011783.7","HVAEP6.G011783","HVAEP6.T011783.7"
"G011783","HVAEP1_G011783","HVAEP1_T011783.8","HVAEP6.G011783","HVAEP6.T011783.8"
"G011783","HVAEP1_G011783","HVAEP1_T011783.9","HVAEP6.G011783","HVAEP6.T011783.9"
"G011783","HVAEP1_G011783","HVAEP1_T011783.10","HVAEP6.G011783","HVAEP6.T011783.10"
"G011784","HVAEP1_G011784","HVAEP1_T011784.1","HVAEP6.G011784","HVAEP6.T011784.1"
"G011785","HVAEP1_G011785","HVAEP1_T011785.1","HVAEP6.G011785","HVAEP6.T011785.1"
"G011786","HVAEP1_G011786","HVAEP1_T011786.1","HVAEP6.G011786","HVAEP6.T011786.1"
"G011787","HVAEP1_G011787","HVAEP1_T011787.1","HVAEP6.G011787","HVAEP6.T011787.1"
"G011787","HVAEP1_G011787","HVAEP1_T011787.2","HVAEP6.G011787","HVAEP6.T011787.2"
"G011788","HVAEP1_G011788","HVAEP1_T011788.1","HVAEP6.G011788","HVAEP6.T011788.1"
"G011789","HVAEP1_G011789","HVAEP1_T011789.1","HVAEP6.G011789","HVAEP6.T011789.1"
"G011790","HVAEP1_G011790","HVAEP1_T011790.1","HVAEP6.G011790","HVAEP6.T011790.1"
"G011791","HVAEP1_G011791","HVAEP1_T011791.1","HVAEP6.G011791","HVAEP6.T011791.1"
"G011792","HVAEP1_G011792","HVAEP1_T011792.1","HVAEP6.G011792","HVAEP6.T011792.1"
"G011793","HVAEP1_G011793","HVAEP1_T011793.1","HVAEP6.G011793","HVAEP6.T011793.1"
"G011794","HVAEP1_G011794","HVAEP1_T011794.1","HVAEP6.G011794","HVAEP6.T011794.1"
"G011795","HVAEP1_G011795","HVAEP1_T011795.1","HVAEP6.G011795","HVAEP6.T011795.1"
"G011796","HVAEP1_G011796","HVAEP1_T011796.1","HVAEP6.G011796","HVAEP6.T011796.1"
"G011797","HVAEP1_G011797","HVAEP1_T011797.1","HVAEP6.G011797","HVAEP6.T011797.1"
"G011797","HVAEP1_G011797","HVAEP1_T011797.2","HVAEP6.G011797","HVAEP6.T011797.2"
"G011797","HVAEP1_G011797","HVAEP1_T011797.3","HVAEP6.G011797","HVAEP6.T011797.3"
"G011798","HVAEP1_G011798","HVAEP1_T011798.1","HVAEP6.G011798","HVAEP6.T011798.1"
"G011798","HVAEP1_G011798","HVAEP1_T011798.2","HVAEP6.G011798","HVAEP6.T011798.2"
"G011799","HVAEP1_G011799","HVAEP1_T011799.1","HVAEP6.G011799","HVAEP6.T011799.1"
"G011799","HVAEP1_G011799","HVAEP1_T011799.2","HVAEP6.G011799","HVAEP6.T011799.2"
"G011800","HVAEP1_G011800","HVAEP1_T011800.1","HVAEP6.G011800","HVAEP6.T011800.1"
"G011801","HVAEP1_G011801","HVAEP1_T011801.1","HVAEP6.G011801","HVAEP6.T011801.1"
"G011801","HVAEP1_G011801","HVAEP1_T011801.2","HVAEP6.G011801","HVAEP6.T011801.2"
"G011802","HVAEP1_G011802","HVAEP1_T011802.1","HVAEP6.G011802","HVAEP6.T011802.1"
"G011803","HVAEP1_G011803","HVAEP1_T011803.1","HVAEP6.G011803","HVAEP6.T011803.1"
"G011804","HVAEP1_G011804","HVAEP1_T011804.1","HVAEP6.G011804","HVAEP6.T011804.1"
"G011805","HVAEP1_G011805","HVAEP1_T011805.1","HVAEP6.G011805","HVAEP6.T011805.1"
"G011806","HVAEP1_G011806","HVAEP1_T011806.1","HVAEP6.G011806","HVAEP6.T011806.1"
"G011807","HVAEP1_G011807","HVAEP1_T011807.1","HVAEP6.G011807","HVAEP6.T011807.1"
"G011808","HVAEP1_G011808","HVAEP1_T011808.1","HVAEP6.G011808","HVAEP6.T011808.1"
"G011809","HVAEP1_G011809","HVAEP1_T011809.1","HVAEP6.G011809","HVAEP6.T011809.1"
"G011810","HVAEP1_G011810","HVAEP1_T011810.1","HVAEP6.G011810","HVAEP6.T011810.1"
"G011811","HVAEP1_G011811","HVAEP1_T011811.1","HVAEP6.G011811","HVAEP6.T011811.1"
"G011811","HVAEP1_G011811","HVAEP1_T011811.2","HVAEP6.G011811","HVAEP6.T011811.2"
"G011812","HVAEP1_G011812","HVAEP1_T011812.1","HVAEP6.G011812","HVAEP6.T011812.1"
"G011813","HVAEP1_G011813","HVAEP1_T011813.1","HVAEP6.G011813","HVAEP6.T011813.1"
"G011814","HVAEP1_G011814","HVAEP1_T011814.1","HVAEP6.G011814","HVAEP6.T011814.1"
"G011815","HVAEP1_G011815","HVAEP1_T011815.1","HVAEP6.G011815","HVAEP6.T011815.1"
"G011815","HVAEP1_G011815","HVAEP1_T011815.2","HVAEP6.G011815","HVAEP6.T011815.2"
"G011815","HVAEP1_G011815","HVAEP1_T011815.3","HVAEP6.G011815","HVAEP6.T011815.3"
"G011816","HVAEP1_G011816","HVAEP1_T011816.1","HVAEP6.G011816","HVAEP6.T011816.1"
"G011816","HVAEP1_G011816","HVAEP1_T011816.2","HVAEP6.G011816","HVAEP6.T011816.2"
"G011816","HVAEP1_G011816","HVAEP1_T011816.3","HVAEP6.G011816","HVAEP6.T011816.3"
"G011816","HVAEP1_G011816","HVAEP1_T011816.4","HVAEP6.G011816","HVAEP6.T011816.4"
"G011817","HVAEP1_G011817","HVAEP1_T011817.1","HVAEP6.G011817","HVAEP6.T011817.1"
"G011817","HVAEP1_G011817","HVAEP1_T011817.2","HVAEP6.G011817","HVAEP6.T011817.2"
"G011818","HVAEP1_G011818","HVAEP1_T011818.1","HVAEP6.G011818","HVAEP6.T011818.1"
"G011819","HVAEP1_G011819","HVAEP1_T011819.1","HVAEP6.G011819","HVAEP6.T011819.1"
"G011820","HVAEP1_G011820","HVAEP1_T011820.1","HVAEP6.G011820","HVAEP6.T011820.1"
"G011821","HVAEP1_G011821","HVAEP1_T011821.1","HVAEP6.G011821","HVAEP6.T011821.1"
"G011822","HVAEP1_G011822","HVAEP1_T011822.1","HVAEP6.G011822","HVAEP6.T011822.1"
"G011823","HVAEP1_G011823","HVAEP1_T011823.1","HVAEP6.G011823","HVAEP6.T011823.1"
"G011824","HVAEP1_G011824","HVAEP1_T011824.1","HVAEP6.G011824","HVAEP6.T011824.1"
"G011825","HVAEP1_G011825","HVAEP1_T011825.1","HVAEP6.G011825","HVAEP6.T011825.1"
"G011826","HVAEP1_G011826","HVAEP1_T011826.1","HVAEP6.G011826","HVAEP6.T011826.1"
"G011827","HVAEP1_G011827","HVAEP1_T011827.1","HVAEP6.G011827","HVAEP6.T011827.1"
"G011828","HVAEP1_G011828","HVAEP1_T011828.1","HVAEP6.G011828","HVAEP6.T011828.1"
"G011829","HVAEP1_G011829","HVAEP1_T011829.1","HVAEP6.G011829","HVAEP6.T011829.1"
"G011829","HVAEP1_G011829","HVAEP1_T011829.2","HVAEP6.G011829","HVAEP6.T011829.2"
"G011830","HVAEP1_G011830","HVAEP1_T011830.1","HVAEP6.G011830","HVAEP6.T011830.1"
"G011830","HVAEP1_G011830","HVAEP1_T011830.2","HVAEP6.G011830","HVAEP6.T011830.2"
"G011830","HVAEP1_G011830","HVAEP1_T011830.3","HVAEP6.G011830","HVAEP6.T011830.3"
"G011831","HVAEP1_G011831","HVAEP1_T011831.1","HVAEP6.G011831","HVAEP6.T011831.1"
"G011832","HVAEP1_G011832","HVAEP1_T011832.1","HVAEP6.G011832","HVAEP6.T011832.1"
"G011833","HVAEP1_G011833","HVAEP1_T011833.1","HVAEP6.G011833","HVAEP6.T011833.1"
"G011834","HVAEP1_G011834","HVAEP1_T011834.1","HVAEP6.G011834","HVAEP6.T011834.1"
"G011835","HVAEP1_G011835","HVAEP1_T011835.1","HVAEP6.G011835","HVAEP6.T011835.1"
"G011835","HVAEP1_G011835","HVAEP1_T011835.2","HVAEP6.G011835","HVAEP6.T011835.2"
"G011835","HVAEP1_G011835","HVAEP1_T011835.3","HVAEP6.G011835","HVAEP6.T011835.3"
"G011835","HVAEP1_G011835","HVAEP1_T011835.4","HVAEP6.G011835","HVAEP6.T011835.4"
"G011836","HVAEP1_G011836","HVAEP1_T011836.1","HVAEP6.G011836","HVAEP6.T011836.1"
"G011837","HVAEP1_G011837","HVAEP1_T011837.1","HVAEP6.G011837","HVAEP6.T011837.1"
"G011838","HVAEP1_G011838","HVAEP1_T011838.1","HVAEP6.G011838","HVAEP6.T011838.1"
"G011839","HVAEP1_G011839","HVAEP1_T011839.1","HVAEP6.G011839","HVAEP6.T011839.1"
"G011840","HVAEP1_G011840","HVAEP1_T011840.1","HVAEP6.G011840","HVAEP6.T011840.1"
"G011841","HVAEP1_G011841","HVAEP1_T011841.1","HVAEP6.G011841","HVAEP6.T011841.1"
"G011842","HVAEP1_G011842","HVAEP1_T011842.1","HVAEP6.G011842","HVAEP6.T011842.1"
"G011843","HVAEP1_G011843","HVAEP1_T011843.1","HVAEP6.G011843","HVAEP6.T011843.1"
"G011844","HVAEP1_G011844","HVAEP1_T011844.1","HVAEP6.G011844","HVAEP6.T011844.1"
"G011845","HVAEP1_G011845","HVAEP1_T011845.1","HVAEP6.G011845","HVAEP6.T011845.1"
"G011846","HVAEP1_G011846","HVAEP1_T011846.1","HVAEP6.G011846","HVAEP6.T011846.1"
"G011847","HVAEP1_G011847","HVAEP1_T011847.1","HVAEP6.G011847","HVAEP6.T011847.1"
"G011847","HVAEP1_G011847","HVAEP1_T011847.2","HVAEP6.G011847","HVAEP6.T011847.2"
"G011847","HVAEP1_G011847","HVAEP1_T011847.3","HVAEP6.G011847","HVAEP6.T011847.3"
"G011847","HVAEP1_G011847","HVAEP1_T011847.4","HVAEP6.G011847","HVAEP6.T011847.4"
"G011847","HVAEP1_G011847","HVAEP1_T011847.5","HVAEP6.G011847","HVAEP6.T011847.5"
"G011847","HVAEP1_G011847","HVAEP1_T011847.6","HVAEP6.G011847","HVAEP6.T011847.6"
"G011848","HVAEP1_G011848","HVAEP1_T011848.1","HVAEP6.G011848","HVAEP6.T011848.1"
"G011849","HVAEP1_G011849","HVAEP1_T011849.1","HVAEP6.G011849","HVAEP6.T011849.1"
"G011850","HVAEP1_G011850","HVAEP1_T011850.1","HVAEP6.G011850","HVAEP6.T011850.1"
"G011850","HVAEP1_G011850","HVAEP1_T011850.2","HVAEP6.G011850","HVAEP6.T011850.2"
"G011851","HVAEP1_G011851","HVAEP1_T011851.1","HVAEP6.G011851","HVAEP6.T011851.1"
"G011852","HVAEP1_G011852","HVAEP1_T011852.1","HVAEP6.G011852","HVAEP6.T011852.1"
"G011853","HVAEP1_G011853","HVAEP1_T011853.1","HVAEP6.G011853","HVAEP6.T011853.1"
"G011854","HVAEP1_G011854","HVAEP1_T011854.1","HVAEP6.G011854","HVAEP6.T011854.1"
"G011855","HVAEP1_G011855","HVAEP1_T011855.1","HVAEP6.G011855","HVAEP6.T011855.1"
"G011856","HVAEP1_G011856","HVAEP1_T011856.1","HVAEP6.G011856","HVAEP6.T011856.1"
"G011857","HVAEP1_G011857","HVAEP1_T011857.1","HVAEP6.G011857","HVAEP6.T011857.1"
"G011858","HVAEP1_G011858","HVAEP1_T011858.1","HVAEP6.G011858","HVAEP6.T011858.1"
"G011859","HVAEP1_G011859","HVAEP1_T011859.1","HVAEP6.G011859","HVAEP6.T011859.1"
"G011860","HVAEP1_G011860","HVAEP1_T011860.1","HVAEP6.G011860","HVAEP6.T011860.1"
"G011861","HVAEP1_G011861","HVAEP1_T011861.1","HVAEP6.G011861","HVAEP6.T011861.1"
"G011862","HVAEP1_G011862","HVAEP1_T011862.1","HVAEP6.G011862","HVAEP6.T011862.1"
"G011863","HVAEP1_G011863","HVAEP1_T011863.1","HVAEP6.G011863","HVAEP6.T011863.1"
"G011864","HVAEP1_G011864","HVAEP1_T011864.1","HVAEP6.G011864","HVAEP6.T011864.1"
"G011864","HVAEP1_G011864","HVAEP1_T011864.2","HVAEP6.G011864","HVAEP6.T011864.2"
"G011865","HVAEP1_G011865","HVAEP1_T011865.1","HVAEP6.G011865","HVAEP6.T011865.1"
"G011866","HVAEP1_G011866","HVAEP1_T011866.1","HVAEP6.G011866","HVAEP6.T011866.1"
"G011867","HVAEP1_G011867","HVAEP1_T011867.1","HVAEP6.G011867","HVAEP6.T011867.1"
"G011868","HVAEP1_G011868","HVAEP1_T011868.1","HVAEP6.G011868","HVAEP6.T011868.1"
"G011868","HVAEP1_G011868","HVAEP1_T011868.2","HVAEP6.G011868","HVAEP6.T011868.2"
"G011869","HVAEP1_G011869","HVAEP1_T011869.1","HVAEP6.G011869","HVAEP6.T011869.1"
"G011869","HVAEP1_G011869","HVAEP1_T011869.2","HVAEP6.G011869","HVAEP6.T011869.2"
"G011870","HVAEP1_G011870","HVAEP1_T011870.1","HVAEP6.G011870","HVAEP6.T011870.1"
"G011871","HVAEP1_G011871","HVAEP1_T011871.1","HVAEP6.G011871","HVAEP6.T011871.1"
"G011871","HVAEP1_G011871","HVAEP1_T011871.2","HVAEP6.G011871","HVAEP6.T011871.2"
"G011872","HVAEP1_G011872","HVAEP1_T011872.1","HVAEP6.G011872","HVAEP6.T011872.1"
"G011873","HVAEP1_G011873","HVAEP1_T011873.1","HVAEP6.G011873","HVAEP6.T011873.1"
"G011874","HVAEP1_G011874","HVAEP1_T011874.1","HVAEP6.G011874","HVAEP6.T011874.1"
"G011875","HVAEP1_G011875","HVAEP1_T011875.1","HVAEP6.G011875","HVAEP6.T011875.1"
"G011876","HVAEP1_G011876","HVAEP1_T011876.1","HVAEP6.G011876","HVAEP6.T011876.1"
"G011877","HVAEP1_G011877","HVAEP1_T011877.1","HVAEP6.G011877","HVAEP6.T011877.1"
"G011878","HVAEP1_G011878","HVAEP1_T011878.1","HVAEP6.G011878","HVAEP6.T011878.1"
"G011879","HVAEP1_G011879","HVAEP1_T011879.1","HVAEP6.G011879","HVAEP6.T011879.1"
"G011879","HVAEP1_G011879","HVAEP1_T011879.2","HVAEP6.G011879","HVAEP6.T011879.2"
"G011879","HVAEP1_G011879","HVAEP1_T011879.3","HVAEP6.G011879","HVAEP6.T011879.3"
"G011879","HVAEP1_G011879","HVAEP1_T011879.4","HVAEP6.G011879","HVAEP6.T011879.4"
"G011880","HVAEP1_G011880","HVAEP1_T011880.1","HVAEP6.G011880","HVAEP6.T011880.1"
"G011881","HVAEP1_G011881","HVAEP1_T011881.1","HVAEP6.G011881","HVAEP6.T011881.1"
"G011882","HVAEP1_G011882","HVAEP1_T011882.1","HVAEP6.G011882","HVAEP6.T011882.1"
"G011883","HVAEP1_G011883","HVAEP1_T011883.1","HVAEP6.G011883","HVAEP6.T011883.1"
"G011884","HVAEP1_G011884","HVAEP1_T011884.1","HVAEP6.G011884","HVAEP6.T011884.1"
"G011885","HVAEP1_G011885","HVAEP1_T011885.1","HVAEP6.G011885","HVAEP6.T011885.1"
"G011886","HVAEP1_G011886","HVAEP1_T011886.1","HVAEP6.G011886","HVAEP6.T011886.1"
"G011887","HVAEP1_G011887","HVAEP1_T011887.1","HVAEP6.G011887","HVAEP6.T011887.1"
"G011888","HVAEP1_G011888","HVAEP1_T011888.1","HVAEP6.G011888","HVAEP6.T011888.1"
"G011888","HVAEP1_G011888","HVAEP1_T011888.2","HVAEP6.G011888","HVAEP6.T011888.2"
"G011889","HVAEP1_G011889","HVAEP1_T011889.1","HVAEP6.G011889","HVAEP6.T011889.1"
"G011890","HVAEP1_G011890","HVAEP1_T011890.1","HVAEP6.G011890","HVAEP6.T011890.1"
"G011891","HVAEP1_G011891","HVAEP1_T011891.1","HVAEP6.G011891","HVAEP6.T011891.1"
"G011892","HVAEP1_G011892","HVAEP1_T011892.1","HVAEP6.G011892","HVAEP6.T011892.1"
"G011893","HVAEP1_G011893","HVAEP1_T011893.1","HVAEP6.G011893","HVAEP6.T011893.1"
"G011894","HVAEP1_G011894","HVAEP1_T011894.1","HVAEP6.G011894","HVAEP6.T011894.1"
"G011895","HVAEP1_G011895","HVAEP1_T011895.1","HVAEP6.G011895","HVAEP6.T011895.1"
"G011896","HVAEP1_G011896","HVAEP1_T011896.1","HVAEP6.G011896","HVAEP6.T011896.1"
"G011896","HVAEP1_G011896","HVAEP1_T011896.2","HVAEP6.G011896","HVAEP6.T011896.2"
"G011897","HVAEP1_G011897","HVAEP1_T011897.1","HVAEP6.G011897","HVAEP6.T011897.1"
"G011897","HVAEP1_G011897","HVAEP1_T011897.2","HVAEP6.G011897","HVAEP6.T011897.2"
"G011898","HVAEP1_G011898","HVAEP1_T011898.1","HVAEP6.G011898","HVAEP6.T011898.1"
"G011899","HVAEP1_G011899","HVAEP1_T011899.1","HVAEP6.G011899","HVAEP6.T011899.1"
"G011900","HVAEP1_G011900","HVAEP1_T011900.1","HVAEP6.G011900","HVAEP6.T011900.1"
"G011901","HVAEP1_G011901","HVAEP1_T011901.1","HVAEP6.G011901","HVAEP6.T011901.1"
"G011902","HVAEP1_G011902","HVAEP1_T011902.1","HVAEP6.G011902","HVAEP6.T011902.1"
"G011903","HVAEP1_G011903","HVAEP1_T011903.1","HVAEP6.G011903","HVAEP6.T011903.1"
"G011904","HVAEP1_G011904","HVAEP1_T011904.1","HVAEP6.G011904","HVAEP6.T011904.1"
"G011905","HVAEP1_G011905","HVAEP1_T011905.1","HVAEP6.G011905","HVAEP6.T011905.1"
"G011906","HVAEP1_G011906","HVAEP1_T011906.1","HVAEP6.G011906","HVAEP6.T011906.1"
"G011907","HVAEP1_G011907","HVAEP1_T011907.1","HVAEP6.G011907","HVAEP6.T011907.1"
"G011908","HVAEP1_G011908","HVAEP1_T011908.1","HVAEP6.G011908","HVAEP6.T011908.1"
"G011909","HVAEP1_G011909","HVAEP1_T011909.1","HVAEP6.G011909","HVAEP6.T011909.1"
"G011910","HVAEP1_G011910","HVAEP1_T011910.1","HVAEP6.G011910","HVAEP6.T011910.1"
"G011911","HVAEP1_G011911","HVAEP1_T011911.1","HVAEP6.G011911","HVAEP6.T011911.1"
"G011912","HVAEP1_G011912","HVAEP1_T011912.1","HVAEP6.G011912","HVAEP6.T011912.1"
"G011913","HVAEP1_G011913","HVAEP1_T011913.1","HVAEP6.G011913","HVAEP6.T011913.1"
"G011914","HVAEP1_G011914","HVAEP1_T011914.1","HVAEP6.G011914","HVAEP6.T011914.1"
"G011915","HVAEP1_G011915","HVAEP1_T011915.1","HVAEP6.G011915","HVAEP6.T011915.1"
"G011916","HVAEP1_G011916","HVAEP1_T011916.1","HVAEP6.G011916","HVAEP6.T011916.1"
"G011916","HVAEP1_G011916","HVAEP1_T011916.2","HVAEP6.G011916","HVAEP6.T011916.2"
"G011916","HVAEP1_G011916","HVAEP1_T011916.3","HVAEP6.G011916","HVAEP6.T011916.3"
"G011916","HVAEP1_G011916","HVAEP1_T011916.4","HVAEP6.G011916","HVAEP6.T011916.4"
"G011916","HVAEP1_G011916","HVAEP1_T011916.5","HVAEP6.G011916","HVAEP6.T011916.5"
"G011916","HVAEP1_G011916","HVAEP1_T011916.6","HVAEP6.G011916","HVAEP6.T011916.6"
"G011917","HVAEP1_G011917","HVAEP1_T011917.1","HVAEP6.G011917","HVAEP6.T011917.1"
"G011918","HVAEP1_G011918","HVAEP1_T011918.1","HVAEP6.G011918","HVAEP6.T011918.1"
"G011918","HVAEP1_G011918","HVAEP1_T011918.2","HVAEP6.G011918","HVAEP6.T011918.2"
"G011918","HVAEP1_G011918","HVAEP1_T011918.3","HVAEP6.G011918","HVAEP6.T011918.3"
"G011919","HVAEP1_G011919","HVAEP1_T011919.1","HVAEP6.G011919","HVAEP6.T011919.1"
"G011920","HVAEP1_G011920","HVAEP1_T011920.1","HVAEP6.G011920","HVAEP6.T011920.1"
"G011921","HVAEP1_G011921","HVAEP1_T011921.1","HVAEP6.G011921","HVAEP6.T011921.1"
"G011922","HVAEP1_G011922","HVAEP1_T011922.1","HVAEP6.G011922","HVAEP6.T011922.1"
"G011923","HVAEP1_G011923","HVAEP1_T011923.1","HVAEP6.G011923","HVAEP6.T011923.1"
"G011924","HVAEP1_G011924","HVAEP1_T011924.1","HVAEP6.G011924","HVAEP6.T011924.1"
"G011924","HVAEP1_G011924","HVAEP1_T011924.2","HVAEP6.G011924","HVAEP6.T011924.2"
"G011924","HVAEP1_G011924","HVAEP1_T011924.3","HVAEP6.G011924","HVAEP6.T011924.3"
"G011925","HVAEP1_G011925","HVAEP1_T011925.1","HVAEP6.G011925","HVAEP6.T011925.1"
"G011925","HVAEP1_G011925","HVAEP1_T011925.2","HVAEP6.G011925","HVAEP6.T011925.2"
"G011925","HVAEP1_G011925","HVAEP1_T011925.3","HVAEP6.G011925","HVAEP6.T011925.3"
"G011925","HVAEP1_G011925","HVAEP1_T011925.4","HVAEP6.G011925","HVAEP6.T011925.4"
"G011925","HVAEP1_G011925","HVAEP1_T011925.5","HVAEP6.G011925","HVAEP6.T011925.5"
"G011926","HVAEP1_G011926","HVAEP1_T011926.1","HVAEP6.G011926","HVAEP6.T011926.1"
"G011927","HVAEP1_G011927","HVAEP1_T011927.1","HVAEP6.G011927","HVAEP6.T011927.1"
"G011928","HVAEP1_G011928","HVAEP1_T011928.1","HVAEP6.G011928","HVAEP6.T011928.1"
"G011929","HVAEP1_G011929","HVAEP1_T011929.1","HVAEP6.G011929","HVAEP6.T011929.1"
"G011930","HVAEP1_G011930","HVAEP1_T011930.1","HVAEP6.G011930","HVAEP6.T011930.1"
"G011931","HVAEP1_G011931","HVAEP1_T011931.1","HVAEP6.G011931","HVAEP6.T011931.1"
