"Base Gene ID","Manuscript Gene ID","Manuscript Transcript ID","Genome Portal Gene ID","Genome Portal Transcript ID"
"G011540","HVAEP1_G011540","HVAEP1_T011540.1","HVAEP6.G011540","HVAEP6.T011540.1"
"G011540","HVAEP1_G011540","HVAEP1_T011540.2","HVAEP6.G011540","HVAEP6.T011540.2"
"G011540","HVAEP1_G011540","HVAEP1_T011540.3","HVAEP6.G011540","HVAEP6.T011540.3"
"G011541","HVAEP1_G011541","HVAEP1_T011541.1","HVAEP6.G011541","HVAEP6.T011541.1"
"G011542","HVAEP1_G011542","HVAEP1_T011542.1","HVAEP6.G011542","HVAEP6.T011542.1"
"G011543","HVAEP1_G011543","HVAEP1_T011543.1","HVAEP6.G011543","HVAEP6.T011543.1"
"G011543","HVAEP1_G011543","HVAEP1_T011543.2","HVAEP6.G011543","HVAEP6.T011543.2"
"G011543","HVAEP1_G011543","HVAEP1_T011543.3","HVAEP6.G011543","HVAEP6.T011543.3"
"G011544","HVAEP1_G011544","HVAEP1_T011544.1","HVAEP6.G011544","HVAEP6.T011544.1"
"G011545","HVAEP1_G011545","HVAEP1_T011545.1","HVAEP6.G011545","HVAEP6.T011545.1"
"G011546","HVAEP1_G011546","HVAEP1_T011546.1","HVAEP6.G011546","HVAEP6.T011546.1"
"G011547","HVAEP1_G011547","HVAEP1_T011547.1","HVAEP6.G011547","HVAEP6.T011547.1"
"G011548","HVAEP1_G011548","HVAEP1_T011548.1","HVAEP6.G011548","HVAEP6.T011548.1"
"G011549","HVAEP1_G011549","HVAEP1_T011549.1","HVAEP6.G011549","HVAEP6.T011549.1"
"G011550","HVAEP1_G011550","HVAEP1_T011550.1","HVAEP6.G011550","HVAEP6.T011550.1"
"G011551","HVAEP1_G011551","HVAEP1_T011551.1","HVAEP6.G011551","HVAEP6.T011551.1"
"G011552","HVAEP1_G011552","HVAEP1_T011552.1","HVAEP6.G011552","HVAEP6.T011552.1"
"G011553","HVAEP1_G011553","HVAEP1_T011553.1","HVAEP6.G011553","HVAEP6.T011553.1"
"G011553","HVAEP1_G011553","HVAEP1_T011553.2","HVAEP6.G011553","HVAEP6.T011553.2"
"G011553","HVAEP1_G011553","HVAEP1_T011553.3","HVAEP6.G011553","HVAEP6.T011553.3"
"G011553","HVAEP1_G011553","HVAEP1_T011553.4","HVAEP6.G011553","HVAEP6.T011553.4"
"G011554","HVAEP1_G011554","HVAEP1_T011554.1","HVAEP6.G011554","HVAEP6.T011554.1"
"G011555","HVAEP1_G011555","HVAEP1_T011555.1","HVAEP6.G011555","HVAEP6.T011555.1"
"G011556","HVAEP1_G011556","HVAEP1_T011556.1","HVAEP6.G011556","HVAEP6.T011556.1"
"G011556","HVAEP1_G011556","HVAEP1_T011556.2","HVAEP6.G011556","HVAEP6.T011556.2"
"G011557","HVAEP1_G011557","HVAEP1_T011557.1","HVAEP6.G011557","HVAEP6.T011557.1"
"G011558","HVAEP1_G011558","HVAEP1_T011558.1","HVAEP6.G011558","HVAEP6.T011558.1"
"G011559","HVAEP1_G011559","HVAEP1_T011559.1","HVAEP6.G011559","HVAEP6.T011559.1"
"G011560","HVAEP1_G011560","HVAEP1_T011560.1","HVAEP6.G011560","HVAEP6.T011560.1"
"G011561","HVAEP1_G011561","HVAEP1_T011561.1","HVAEP6.G011561","HVAEP6.T011561.1"
"G011561","HVAEP1_G011561","HVAEP1_T011561.2","HVAEP6.G011561","HVAEP6.T011561.2"
"G011561","HVAEP1_G011561","HVAEP1_T011561.3","HVAEP6.G011561","HVAEP6.T011561.3"
"G011562","HVAEP1_G011562","HVAEP1_T011562.1","HVAEP6.G011562","HVAEP6.T011562.1"
"G011562","HVAEP1_G011562","HVAEP1_T011562.2","HVAEP6.G011562","HVAEP6.T011562.2"
"G011563","HVAEP1_G011563","HVAEP1_T011563.1","HVAEP6.G011563","HVAEP6.T011563.1"
"G011563","HVAEP1_G011563","HVAEP1_T011563.2","HVAEP6.G011563","HVAEP6.T011563.2"
"G011564","HVAEP1_G011564","HVAEP1_T011564.1","HVAEP6.G011564","HVAEP6.T011564.1"
"G011565","HVAEP1_G011565","HVAEP1_T011565.1","HVAEP6.G011565","HVAEP6.T011565.1"
"G011566","HVAEP1_G011566","HVAEP1_T011566.1","HVAEP6.G011566","HVAEP6.T011566.1"
"G011566","HVAEP1_G011566","HVAEP1_T011566.2","HVAEP6.G011566","HVAEP6.T011566.2"
"G011566","HVAEP1_G011566","HVAEP1_T011566.3","HVAEP6.G011566","HVAEP6.T011566.3"
"G011567","HVAEP1_G011567","HVAEP1_T011567.1","HVAEP6.G011567","HVAEP6.T011567.1"
"G011568","HVAEP1_G011568","HVAEP1_T011568.1","HVAEP6.G011568","HVAEP6.T011568.1"
"G011569","HVAEP1_G011569","HVAEP1_T011569.1","HVAEP6.G011569","HVAEP6.T011569.1"
"G011570","HVAEP1_G011570","HVAEP1_T011570.1","HVAEP6.G011570","HVAEP6.T011570.1"
"G011571","HVAEP1_G011571","HVAEP1_T011571.1","HVAEP6.G011571","HVAEP6.T011571.1"
"G011572","HVAEP1_G011572","HVAEP1_T011572.1","HVAEP6.G011572","HVAEP6.T011572.1"
"G011573","HVAEP1_G011573","HVAEP1_T011573.1","HVAEP6.G011573","HVAEP6.T011573.1"
"G011574","HVAEP1_G011574","HVAEP1_T011574.1","HVAEP6.G011574","HVAEP6.T011574.1"
"G011575","HVAEP1_G011575","HVAEP1_T011575.1","HVAEP6.G011575","HVAEP6.T011575.1"
"G011576","HVAEP1_G011576","HVAEP1_T011576.1","HVAEP6.G011576","HVAEP6.T011576.1"
"G011577","HVAEP1_G011577","HVAEP1_T011577.1","HVAEP6.G011577","HVAEP6.T011577.1"
"G011578","HVAEP1_G011578","HVAEP1_T011578.1","HVAEP6.G011578","HVAEP6.T011578.1"
"G011578","HVAEP1_G011578","HVAEP1_T011578.2","HVAEP6.G011578","HVAEP6.T011578.2"
"G011579","HVAEP1_G011579","HVAEP1_T011579.1","HVAEP6.G011579","HVAEP6.T011579.1"
"G011580","HVAEP1_G011580","HVAEP1_T011580.1","HVAEP6.G011580","HVAEP6.T011580.1"
"G011581","HVAEP1_G011581","HVAEP1_T011581.1","HVAEP6.G011581","HVAEP6.T011581.1"
"G011582","HVAEP1_G011582","HVAEP1_T011582.1","HVAEP6.G011582","HVAEP6.T011582.1"
"G011582","HVAEP1_G011582","HVAEP1_T011582.2","HVAEP6.G011582","HVAEP6.T011582.2"
"G011583","HVAEP1_G011583","HVAEP1_T011583.1","HVAEP6.G011583","HVAEP6.T011583.1"
"G011583","HVAEP1_G011583","HVAEP1_T011583.2","HVAEP6.G011583","HVAEP6.T011583.2"
"G011583","HVAEP1_G011583","HVAEP1_T011583.3","HVAEP6.G011583","HVAEP6.T011583.3"
"G011584","HVAEP1_G011584","HVAEP1_T011584.1","HVAEP6.G011584","HVAEP6.T011584.1"
"G011585","HVAEP1_G011585","HVAEP1_T011585.1","HVAEP6.G011585","HVAEP6.T011585.1"
"G011586","HVAEP1_G011586","HVAEP1_T011586.1","HVAEP6.G011586","HVAEP6.T011586.1"
"G011586","HVAEP1_G011586","HVAEP1_T011586.2","HVAEP6.G011586","HVAEP6.T011586.2"
"G011587","HVAEP1_G011587","HVAEP1_T011587.1","HVAEP6.G011587","HVAEP6.T011587.1"
"G011587","HVAEP1_G011587","HVAEP1_T011587.2","HVAEP6.G011587","HVAEP6.T011587.2"
"G011588","HVAEP1_G011588","HVAEP1_T011588.1","HVAEP6.G011588","HVAEP6.T011588.1"
"G011588","HVAEP1_G011588","HVAEP1_T011588.2","HVAEP6.G011588","HVAEP6.T011588.2"
"G011588","HVAEP1_G011588","HVAEP1_T011588.3","HVAEP6.G011588","HVAEP6.T011588.3"
"G011589","HVAEP1_G011589","HVAEP1_T011589.1","HVAEP6.G011589","HVAEP6.T011589.1"
"G011590","HVAEP1_G011590","HVAEP1_T011590.1","HVAEP6.G011590","HVAEP6.T011590.1"
"G011591","HVAEP1_G011591","HVAEP1_T011591.1","HVAEP6.G011591","HVAEP6.T011591.1"
"G011592","HVAEP1_G011592","HVAEP1_T011592.1","HVAEP6.G011592","HVAEP6.T011592.1"
"G011593","HVAEP1_G011593","HVAEP1_T011593.1","HVAEP6.G011593","HVAEP6.T011593.1"
"G011594","HVAEP1_G011594","HVAEP1_T011594.1","HVAEP6.G011594","HVAEP6.T011594.1"
"G011595","HVAEP1_G011595","HVAEP1_T011595.1","HVAEP6.G011595","HVAEP6.T011595.1"
"G011595","HVAEP1_G011595","HVAEP1_T011595.2","HVAEP6.G011595","HVAEP6.T011595.2"
"G011596","HVAEP1_G011596","HVAEP1_T011596.1","HVAEP6.G011596","HVAEP6.T011596.1"
"G011597","HVAEP1_G011597","HVAEP1_T011597.1","HVAEP6.G011597","HVAEP6.T011597.1"
"G011598","HVAEP1_G011598","HVAEP1_T011598.1","HVAEP6.G011598","HVAEP6.T011598.1"
"G011599","HVAEP1_G011599","HVAEP1_T011599.1","HVAEP6.G011599","HVAEP6.T011599.1"
"G011599","HVAEP1_G011599","HVAEP1_T011599.2","HVAEP6.G011599","HVAEP6.T011599.2"
"G011600","HVAEP1_G011600","HVAEP1_T011600.1","HVAEP6.G011600","HVAEP6.T011600.1"
"G011601","HVAEP1_G011601","HVAEP1_T011601.1","HVAEP6.G011601","HVAEP6.T011601.1"
"G011602","HVAEP1_G011602","HVAEP1_T011602.1","HVAEP6.G011602","HVAEP6.T011602.1"
"G011602","HVAEP1_G011602","HVAEP1_T011602.2","HVAEP6.G011602","HVAEP6.T011602.2"
"G011603","HVAEP1_G011603","HVAEP1_T011603.1","HVAEP6.G011603","HVAEP6.T011603.1"
"G011603","HVAEP1_G011603","HVAEP1_T011603.2","HVAEP6.G011603","HVAEP6.T011603.2"
