"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.2320492517862e-176,1.09260475603344,0.659,0.144,2.25748384404786e-172,"Ec_Tentacle","HVAEP1-G017765"
9.5245090580094e-174,1.11648103886914,0.674,0.154,1.74517579469906e-169,"Ec_Tentacle","HVAEP1-G022130"
7.2044880659569e-172,1.1799670023199,0.747,0.195,1.32007834832528e-167,"Ec_Tentacle","HVAEP1-G020833"
3.0656213709121e-168,1.07043873819422,0.671,0.156,5.61713803792224e-164,"Ec_Tentacle","HVAEP1-G016356"
1.45914240806451e-166,1.27006422863705,0.847,0.271,2.6735866342966e-162,"Ec_Tentacle","HVAEP1-G011277"
1.57266709786868e-165,1.68980530776141,0.871,0.326,2.88159792342479e-161,"Ec_Tentacle","HVAEP1-G025116"
2.40089306600056e-165,1.34960268232189,0.8,0.232,4.39915636483282e-161,"Ec_Tentacle","HVAEP1-G022935"
7.43331490092216e-165,1.17700333746184,0.718,0.185,1.36200628929597e-160,"Ec_Tentacle","HVAEP1-G026642"
3.72442029431853e-163,1.77368702525331,0.994,0.682,6.82425530527985e-159,"Ec_Tentacle","HVAEP1-G018663"
4.13920880424031e-161,1.4553884435665,0.871,0.3,7.58427229200952e-157,"Ec_Tentacle","HVAEP1-G007689"
6.88366714883269e-161,1.4257327703347,0.865,0.312,1.26129433168061e-156,"Ec_Tentacle","HVAEP1-G011671"
2.44503131788511e-159,1.17143178616294,0.785,0.238,4.4800308837609e-155,"Ec_Tentacle","HVAEP1-G011412"
4.79897814065697e-159,1.06632261240224,0.776,0.188,8.79316764712576e-155,"Ec_Tentacle","HVAEP1-G027103"
4.95074795948486e-159,1.15656112841593,0.715,0.185,9.07125548616411e-155,"Ec_Tentacle","HVAEP1-G023280"
2.31483938432928e-156,1.03438987760645,0.688,0.178,4.24148020390655e-152,"Ec_Tentacle","HVAEP1-G024886"
3.24852875112015e-154,1.03561290740855,0.626,0.142,5.95227923067744e-150,"Ec_Tentacle","HVAEP1-G024965"
3.35824422034315e-154,1.20508927959851,0.738,0.214,6.15331088493475e-150,"Ec_Tentacle","HVAEP1-G006498"
2.36622390678654e-153,2.13265691135069,0.991,0.68,4.33563206440498e-149,"Ec_Tentacle","HVAEP1-G011727"
4.82890898127774e-151,1.16500602710827,0.876,0.249,8.8480099263952e-147,"Ec_Tentacle","HVAEP1-G025159"
6.02697826997161e-151,1.99489391856007,0.988,0.667,1.1043232284069e-146,"Ec_Tentacle","HVAEP1-G001603"
4.3391753515345e-149,1.03862874114695,0.565,0.108,7.95067099661666e-145,"Ec_Tentacle","HVAEP1-G004046"
3.04685034195344e-147,1.22858539469021,0.829,0.285,5.58274388156129e-143,"Ec_Tentacle","HVAEP1-G010601"
1.05449089728808e-145,1.19744295982077,0.618,0.139,1.93214367110095e-141,"Ec_Tentacle","HVAEP1-G025286"
7.11420465577505e-143,1.18481485737667,0.812,0.287,1.30353571907766e-138,"Ec_Tentacle","HVAEP1-G019937"
7.16573455314865e-142,1.71903538131244,0.994,0.776,1.31297754217343e-137,"Ec_Tentacle","HVAEP1-G005908"
1.29783743713749e-140,1.62906894497545,0.997,0.726,2.37802753606703e-136,"Ec_Tentacle","HVAEP1-G023161"
1.52967419144859e-139,1.15359188097099,0.812,0.26,2.80282202099125e-135,"Ec_Tentacle","HVAEP1-G018274"
1.58570975248911e-139,1.31822170148263,0.776,0.284,2.9054959794858e-135,"Ec_Tentacle","HVAEP1-G006153"
2.26522159886841e-139,1.08204897240619,0.703,0.197,4.15056553560658e-135,"Ec_Tentacle","HVAEP1-G026355"
1.44354234973761e-136,1.45546781954296,0.994,0.642,2.64500264742422e-132,"Ec_Tentacle","HVAEP1-G005167"
3.14733715891217e-136,1.56095988933858,0.968,0.61,5.76686587627476e-132,"Ec_Tentacle","HVAEP1-G003606"
7.86511125194657e-134,1.15125794013157,0.806,0.281,1.44112433469417e-129,"Ec_Tentacle","HVAEP1-G022578"
1.83810259703341e-133,1.50045086795963,0.853,0.362,3.36795538854432e-129,"Ec_Tentacle","HVAEP1-G006135"
9.82123283771642e-133,1.17782384002207,0.876,0.365,1.79954449285478e-128,"Ec_Tentacle","HVAEP1-G002078"
5.84261338322244e-132,1.06256527635089,0.782,0.261,1.07054205020785e-127,"Ec_Tentacle","HVAEP1-G011131"
4.83275476762844e-129,1.36335056893202,0.882,0.386,8.85505656072559e-125,"Ec_Tentacle","HVAEP1-G010043"
1.70554825798587e-128,1.1670119222178,0.885,0.391,3.12507607310752e-124,"Ec_Tentacle","HVAEP1-G005226"
2.16079189966985e-127,1.00051528800797,0.668,0.197,3.95921899776506e-123,"Ec_Tentacle","HVAEP1-G013752"
5.25466739471539e-126,1.30591275607922,0.926,0.452,9.62812706733702e-122,"Ec_Tentacle","HVAEP1-G005912"
1.64182993669879e-124,1.81071414608449,0.979,0.676,3.0083249930132e-120,"Ec_Tentacle","HVAEP1-G023337"
2.89186203676358e-124,1.61233622999621,0.994,0.793,5.2987588099619e-120,"Ec_Tentacle","HVAEP1-G011138"
1.26515602025453e-123,1.30286243414424,0.865,0.395,2.31814537591238e-119,"Ec_Tentacle","HVAEP1-G017273"
5.72959521356937e-122,1.47482913927886,1,0.879,1.04983373098232e-117,"Ec_Tentacle","HVAEP1-G011242"
1.24637269569819e-121,1.66022442454373,1,0.821,2.2837286903278e-117,"Ec_Tentacle","HVAEP1-G009544"
1.92123267697259e-119,1.02441970598598,0.785,0.285,3.52027463401688e-115,"Ec_Tentacle","HVAEP1-G011249"
2.03143189719146e-115,1.09360935825164,0.779,0.275,3.72219266522392e-111,"Ec_Tentacle","HVAEP1-G001083"
2.43826400983461e-115,1.26879624755451,0.521,0.116,4.46763114521996e-111,"Ec_Tentacle","HVAEP1-G026085"
5.3472759233885e-114,1.5121338459158,0.859,0.41,9.79781367442475e-110,"Ec_Tentacle","HVAEP1-G003732"
9.29193075892212e-113,1.28714039587771,0.941,0.609,1.7025604729573e-108,"Ec_Tentacle","HVAEP1-G018371"
5.09371666745465e-112,1.34308583945187,0.356,0.059,9.33321704977715e-108,"Ec_Tentacle","HVAEP1-G003533"
3.90135003015493e-109,1.36057747634324,0.826,0.367,7.14844366025288e-105,"Ec_Tentacle","HVAEP1-G021648"
3.90102241477848e-106,1.10593459325966,0.818,0.375,7.14784337059861e-102,"Ec_Tentacle","HVAEP1-G021539"
1.03657896705366e-105,1.16634608730621,0.882,0.498,1.89932364133243e-101,"Ec_Tentacle","HVAEP1-G023764"
2.75942803905544e-105,1.50070730516426,0.874,0.391,5.05609999596127e-101,"Ec_Tentacle","HVAEP1-G002395"
4.94216731184387e-104,1.13173693798013,0.876,0.39,9.05553316549152e-100,"Ec_Tentacle","HVAEP1-G026986"
7.95496857412652e-102,1.3619733214892,0.876,0.449,1.4575888918372e-97,"Ec_Tentacle","HVAEP1-G010140"
1.77821931137698e-100,1.02822504622804,0.888,0.516,3.25823124423604e-96,"Ec_Tentacle","HVAEP1-G021517"
4.15191231300641e-100,1.37690359552662,0.968,0.752,7.60754893112165e-96,"Ec_Tentacle","HVAEP1-G023581"
8.76627350380894e-100,1.24755375200608,0.303,0.048,1.60624429410291e-95,"Ec_Tentacle","HVAEP1-G003534"
8.77373634329264e-100,1.08922401710619,0.682,0.253,1.60761171018151e-95,"Ec_Tentacle","HVAEP1-G009956"
9.2163002750468e-95,1.15236916208728,0.947,0.626,1.68870269939683e-90,"Ec_Tentacle","HVAEP1-G008253"
2.34042743788724e-92,1.24515080130405,0.871,0.464,4.28836519444079e-88,"Ec_Tentacle","HVAEP1-G026677"
3.29835356752496e-91,1.0609172510196,1,0.871,6.04357324177599e-87,"Ec_Tentacle","HVAEP1-G021417"
6.05474170489932e-89,1.14253280734576,0.903,0.532,1.1094103225887e-84,"Ec_Tentacle","HVAEP1-G011900"
2.899078510672e-87,1.11709107138472,0.929,0.561,5.3119815551043e-83,"Ec_Tentacle","HVAEP1-G008331"
7.44166985764588e-87,1.24187998396996,0.882,0.527,1.36353716801645e-82,"Ec_Tentacle","HVAEP1-G026683"
5.7056291874775e-84,1.02995592502608,0.629,0.224,1.0454424360215e-79,"Ec_Tentacle","HVAEP1-G004836"
1.69278050771603e-83,1.04149018293921,0.882,0.513,3.10168172428808e-79,"Ec_Tentacle","HVAEP1-G021516"
3.63725382458413e-83,1.10420517569094,0.988,0.841,6.6645401827855e-79,"Ec_Tentacle","HVAEP1-G017800"
8.91230586119007e-76,1.0640302951922,0.918,0.63,1.63300180294586e-71,"Ec_Tentacle","HVAEP1-G023014"
1.00150234584089e-75,1.25579863825449,0.821,0.454,1.83505274828426e-71,"Ec_Tentacle","HVAEP1-G010053"
4.41607109543374e-75,1.41441911397008,0.715,0.357,8.09156706816324e-71,"Ec_Tentacle","HVAEP1-G022018"
5.01100317015384e-75,1.21611908583284,0.971,0.791,9.18166110867288e-71,"Ec_Tentacle","HVAEP1-G014553"
3.24744682369154e-70,1.1425322991766,0.568,0.214,5.95029681505001e-66,"Ec_Tentacle","HVAEP1-G010281"
5.66812309610734e-68,1.00379381191818,0.847,0.494,1.03857019489975e-63,"Ec_Tentacle","HVAEP1-G008896"
4.59088255139318e-62,1.36896896282205,0.726,0.359,8.41187409891773e-58,"Ec_Tentacle","HVAEP1-G014848"
4.42558181897657e-51,1.23499515144898,0.656,0.327,8.10899356691077e-47,"Ec_Tentacle","HVAEP1-G007009"
6.91800025276136e-42,1.06923671683909,0.282,0.082,1.26758518631346e-37,"Ec_Tentacle","HVAEP1-G015764"
0,3.1754205367076,0.989,0.221,0,"En_BodyCol/SC","HVAEP1-G001579"
0,3.14032081175149,1,0.672,0,"En_BodyCol/SC","HVAEP1-G009435"
0,3.08848552701763,0.988,0.215,0,"En_BodyCol/SC","HVAEP1-G016006"
0,3.06988586063918,1,0.482,0,"En_BodyCol/SC","HVAEP1-G006331"
0,3.05362504526802,1,0.48,0,"En_BodyCol/SC","HVAEP1-G011731"
0,2.93466523799856,0.97,0.191,0,"En_BodyCol/SC","HVAEP1-G019185"
0,2.87536596188271,1,0.464,0,"En_BodyCol/SC","HVAEP1-G001578"
0,2.72505659424116,0.995,0.305,0,"En_BodyCol/SC","HVAEP1-G004160"
0,2.72337466507449,0.97,0.232,0,"En_BodyCol/SC","HVAEP1-G009438"
0,2.70850330617117,1,0.366,0,"En_BodyCol/SC","HVAEP1-G009436"
0,2.65168205746904,1,0.405,0,"En_BodyCol/SC","HVAEP1-G023243"
0,2.63254842874494,1,0.391,0,"En_BodyCol/SC","HVAEP1-G027231"
0,2.58229696852476,0.998,0.337,0,"En_BodyCol/SC","HVAEP1-G009433"
0,2.5542107630385,1,0.535,0,"En_BodyCol/SC","HVAEP1-G006657"
0,2.50524841438947,0.992,0.249,0,"En_BodyCol/SC","HVAEP1-G007134"
0,2.49154122605766,0.99,0.277,0,"En_BodyCol/SC","HVAEP1-G007132"
0,2.46613405170723,0.993,0.313,0,"En_BodyCol/SC","HVAEP1-G001637"
0,2.45273006419,0.986,0.222,0,"En_BodyCol/SC","HVAEP1-G011697"
0,2.31712815147936,0.679,0.089,0,"En_BodyCol/SC","HVAEP1-G009439"
0,2.26372561158126,0.983,0.205,0,"En_BodyCol/SC","HVAEP1-G020294"
0,2.26249597922952,0.986,0.324,0,"En_BodyCol/SC","HVAEP1-G006793"
0,2.23597580590175,0.965,0.187,0,"En_BodyCol/SC","HVAEP1-G009552"
0,2.21096479033664,0.958,0.2,0,"En_BodyCol/SC","HVAEP1-G008367"
0,2.17794698693892,1,0.544,0,"En_BodyCol/SC","HVAEP1-G024923"
0,2.16270685488892,0.769,0.135,0,"En_BodyCol/SC","HVAEP1-G002112"
0,2.13120864368936,0.984,0.28,0,"En_BodyCol/SC","HVAEP1-G013547"
0,2.10356978799857,0.949,0.205,0,"En_BodyCol/SC","HVAEP1-G001235"
0,2.04961793537007,0.872,0.113,0,"En_BodyCol/SC","HVAEP1-G001163"
0,2.03005882825858,0.986,0.462,0,"En_BodyCol/SC","HVAEP1-G011608"
0,2.02340962979401,0.92,0.132,0,"En_BodyCol/SC","HVAEP1-G009288"
0,2.01132041074235,0.976,0.324,0,"En_BodyCol/SC","HVAEP1-G007808"
0,1.92608843192684,0.988,0.351,0,"En_BodyCol/SC","HVAEP1-G019607"
0,1.91621700768319,0.987,0.226,0,"En_BodyCol/SC","HVAEP1-G023175"
0,1.91491515956091,0.962,0.318,0,"En_BodyCol/SC","HVAEP1-G023860"
0,1.89956038144651,0.957,0.162,0,"En_BodyCol/SC","HVAEP1-G005336"
0,1.88677957424334,0.967,0.355,0,"En_BodyCol/SC","HVAEP1-G007978"
0,1.83273735399932,0.863,0.094,0,"En_BodyCol/SC","HVAEP1-G011729"
0,1.82816390838855,0.99,0.302,0,"En_BodyCol/SC","HVAEP1-G001607"
0,1.82226506135973,0.809,0.036,0,"En_BodyCol/SC","HVAEP1-G004140"
0,1.81923268999939,0.944,0.236,0,"En_BodyCol/SC","HVAEP1-G027303"
0,1.80641374019176,0.974,0.418,0,"En_BodyCol/SC","HVAEP1-G007977"
0,1.80244885785397,0.925,0.18,0,"En_BodyCol/SC","HVAEP1-G019611"
0,1.78115358150593,0.861,0.105,0,"En_BodyCol/SC","HVAEP1-G017301"
0,1.77925293698227,0.897,0.103,0,"En_BodyCol/SC","HVAEP1-G014661"
0,1.77065298134775,0.938,0.288,0,"En_BodyCol/SC","HVAEP1-G007207"
0,1.7569080901895,0.915,0.118,0,"En_BodyCol/SC","HVAEP1-G007952"
0,1.75382093572541,0.886,0.118,0,"En_BodyCol/SC","HVAEP1-G014559"
0,1.74461378278688,0.941,0.235,0,"En_BodyCol/SC","HVAEP1-G005629"
0,1.72293699069795,0.656,0.015,0,"En_BodyCol/SC","HVAEP1-G016001"
0,1.7124439195226,0.798,0.147,0,"En_BodyCol/SC","HVAEP1-G026019"
0,1.7086767771561,0.922,0.184,0,"En_BodyCol/SC","HVAEP1-G007587"
0,1.70517942867094,0.854,0.117,0,"En_BodyCol/SC","HVAEP1-G001974"
0,1.69921965236724,0.98,0.448,0,"En_BodyCol/SC","HVAEP1-G009346"
0,1.65707159766633,0.845,0.107,0,"En_BodyCol/SC","HVAEP1-G019186"
0,1.64331784497906,0.692,0.084,0,"En_BodyCol/SC","HVAEP1-G020051"
0,1.60935174359,0.923,0.221,0,"En_BodyCol/SC","HVAEP1-G025498"
0,1.59274983757097,0.984,0.569,0,"En_BodyCol/SC","HVAEP1-G015835"
0,1.57571977618601,0.869,0.106,0,"En_BodyCol/SC","HVAEP1-G008611"
0,1.5508157253384,0.978,0.377,0,"En_BodyCol/SC","HVAEP1-G024760"
0,1.54794337366432,0.761,0.092,0,"En_BodyCol/SC","HVAEP1-G018221"
0,1.54129543751611,0.679,0.041,0,"En_BodyCol/SC","HVAEP1-G026275"
0,1.53764467445186,0.959,0.426,0,"En_BodyCol/SC","HVAEP1-G022159"
0,1.50500690864204,0.83,0.074,0,"En_BodyCol/SC","HVAEP1-G016815"
0,1.4971106157054,0.956,0.593,0,"En_BodyCol/SC","HVAEP1-G016277"
0,1.49125909543316,0.95,0.266,0,"En_BodyCol/SC","HVAEP1-G020684"
0,1.46320095996427,0.913,0.211,0,"En_BodyCol/SC","HVAEP1-G008374"
0,1.45994749635324,0.632,0.037,0,"En_BodyCol/SC","HVAEP1-G007234"
0,1.45475797978901,0.787,0.077,0,"En_BodyCol/SC","HVAEP1-G000338"
0,1.45047763271104,0.818,0.189,0,"En_BodyCol/SC","HVAEP1-G013087"
0,1.43304797812916,0.829,0.172,0,"En_BodyCol/SC","HVAEP1-G007044"
0,1.42905305925026,0.94,0.28,0,"En_BodyCol/SC","HVAEP1-G005954"
0,1.4230883977858,0.797,0.075,0,"En_BodyCol/SC","HVAEP1-G000386"
0,1.41419162607677,0.927,0.182,0,"En_BodyCol/SC","HVAEP1-G007950"
0,1.40175574027062,0.781,0.132,0,"En_BodyCol/SC","HVAEP1-G001280"
0,1.40135010300048,0.825,0.154,0,"En_BodyCol/SC","HVAEP1-G007705"
0,1.36259217973412,0.805,0.082,0,"En_BodyCol/SC","HVAEP1-G011837"
0,1.35536260945649,0.9,0.201,0,"En_BodyCol/SC","HVAEP1-G020801"
0,1.3502541838137,0.742,0.104,0,"En_BodyCol/SC","HVAEP1-G017349"
0,1.34038032983669,0.774,0.101,0,"En_BodyCol/SC","HVAEP1-G016918"
0,1.33774657672752,0.911,0.43,0,"En_BodyCol/SC","HVAEP1-G003775"
0,1.32172542402276,0.792,0.103,0,"En_BodyCol/SC","HVAEP1-G006134"
0,1.3039670469687,0.712,0.075,0,"En_BodyCol/SC","HVAEP1-G005442"
0,1.29910139096974,0.874,0.318,0,"En_BodyCol/SC","HVAEP1-G026986"
0,1.2983021354931,0.773,0.129,0,"En_BodyCol/SC","HVAEP1-G010968"
0,1.28651931798674,0.819,0.158,0,"En_BodyCol/SC","HVAEP1-G019536"
0,1.27113343534617,0.73,0.09,0,"En_BodyCol/SC","HVAEP1-G022259"
0,1.27054395109133,0.765,0.104,0,"En_BodyCol/SC","HVAEP1-G025892"
0,1.25456168767388,0.765,0.105,0,"En_BodyCol/SC","HVAEP1-G006689"
0,1.24800146100394,0.905,0.301,0,"En_BodyCol/SC","HVAEP1-G005222"
0,1.24685582630415,0.98,0.635,0,"En_BodyCol/SC","HVAEP1-G011727"
0,1.2447422775107,0.76,0.224,0,"En_BodyCol/SC","HVAEP1-G018540"
0,1.23863544799208,0.992,0.641,0,"En_BodyCol/SC","HVAEP1-G021685"
0,1.23181814382112,0.64,0.084,0,"En_BodyCol/SC","HVAEP1-G016849"
0,1.22444434013955,0.716,0.065,0,"En_BodyCol/SC","HVAEP1-G023485"
0,1.21287851628858,0.789,0.159,0,"En_BodyCol/SC","HVAEP1-G013281"
0,1.20483733256931,0.812,0.112,0,"En_BodyCol/SC","HVAEP1-G022973"
0,1.19293864976767,0.757,0.218,0,"En_BodyCol/SC","HVAEP1-G027646"
0,1.18848339223613,0.725,0.075,0,"En_BodyCol/SC","HVAEP1-G026248"
0,1.1872622391474,0.716,0.09,0,"En_BodyCol/SC","HVAEP1-G023541"
0,1.18488321283416,0.906,0.259,0,"En_BodyCol/SC","HVAEP1-G022985"
0,1.18394349205161,0.782,0.141,0,"En_BodyCol/SC","HVAEP1-G002058"
0,1.18170911737595,0.745,0.391,0,"En_BodyCol/SC","HVAEP1-G015766"
0,1.17800399095736,0.784,0.189,0,"En_BodyCol/SC","HVAEP1-G007781"
0,1.17675097750366,0.718,0.083,0,"En_BodyCol/SC","HVAEP1-G022608"
0,1.1725277716706,0.7,0.039,0,"En_BodyCol/SC","HVAEP1-G027365"
0,1.17250579706879,0.748,0.161,0,"En_BodyCol/SC","HVAEP1-G021972"
0,1.17126283289682,0.809,0.205,0,"En_BodyCol/SC","HVAEP1-G008357"
0,1.16654002559033,0.695,0.1,0,"En_BodyCol/SC","HVAEP1-G005823"
0,1.16084148336987,0.642,0.085,0,"En_BodyCol/SC","HVAEP1-G019975"
0,1.16040429349501,0.734,0.122,0,"En_BodyCol/SC","HVAEP1-G000647"
0,1.15056904110079,0.678,0.059,0,"En_BodyCol/SC","HVAEP1-G013836"
0,1.14235742489914,0.767,0.105,0,"En_BodyCol/SC","HVAEP1-G019438"
0,1.14213797924889,0.797,0.378,0,"En_BodyCol/SC","HVAEP1-G005343"
0,1.14144036416244,0.482,0.02,0,"En_BodyCol/SC","HVAEP1-G018225"
0,1.13961616704553,0.68,0.191,0,"En_BodyCol/SC","HVAEP1-G022877"
0,1.13945950783692,0.61,0.074,0,"En_BodyCol/SC","HVAEP1-G028558"
0,1.13854100099818,0.656,0.063,0,"En_BodyCol/SC","HVAEP1-G025826"
0,1.13120130244177,0.736,0.073,0,"En_BodyCol/SC","HVAEP1-G000392"
0,1.11921873557219,0.923,0.415,0,"En_BodyCol/SC","HVAEP1-G027364"
0,1.11832376556598,0.755,0.132,0,"En_BodyCol/SC","HVAEP1-G024951"
0,1.11444420532784,0.825,0.161,0,"En_BodyCol/SC","HVAEP1-G000761"
0,1.1121786708001,0.789,0.116,0,"En_BodyCol/SC","HVAEP1-G002116"
0,1.09892527356653,0.649,0.072,0,"En_BodyCol/SC","HVAEP1-G000591"
0,1.09885188602368,0.734,0.087,0,"En_BodyCol/SC","HVAEP1-G028170"
0,1.09558827847535,0.732,0.155,0,"En_BodyCol/SC","HVAEP1-G002662"
0,1.09233077835792,0.569,0.022,0,"En_BodyCol/SC","HVAEP1-G002114"
0,1.08685053011787,0.751,0.08,0,"En_BodyCol/SC","HVAEP1-G023516"
0,1.08408661965966,0.714,0.063,0,"En_BodyCol/SC","HVAEP1-G011419"
0,1.08103409968162,0.717,0.155,0,"En_BodyCol/SC","HVAEP1-G011695"
0,1.0672475450845,0.373,0.024,0,"En_BodyCol/SC","HVAEP1-G027988"
0,1.06599166457501,0.584,0.103,0,"En_BodyCol/SC","HVAEP1-G006127"
0,1.05204337688425,0.669,0.127,0,"En_BodyCol/SC","HVAEP1-G007142"
0,1.0519754615311,0.844,0.285,0,"En_BodyCol/SC","HVAEP1-G021789"
0,1.04730978846067,0.59,0.13,0,"En_BodyCol/SC","HVAEP1-G009292"
0,1.04544866768036,0.55,0.057,0,"En_BodyCol/SC","HVAEP1-G006280"
0,1.03730680160421,0.733,0.115,0,"En_BodyCol/SC","HVAEP1-G028679"
0,1.03680112349138,0.642,0.081,0,"En_BodyCol/SC","HVAEP1-G018163"
0,1.03355147379249,0.666,0.111,0,"En_BodyCol/SC","HVAEP1-G011994"
0,1.0329409057512,0.617,0.074,0,"En_BodyCol/SC","HVAEP1-G013033"
0,1.03128306816709,0.665,0.06,0,"En_BodyCol/SC","HVAEP1-G012203"
0,1.02470591184453,0.992,0.686,0,"En_BodyCol/SC","HVAEP1-G006416"
0,1.02342512407942,0.801,0.254,0,"En_BodyCol/SC","HVAEP1-G005335"
0,1.02268045216251,0.641,0.048,0,"En_BodyCol/SC","HVAEP1-G015055"
0,1.020863495809,0.645,0.065,0,"En_BodyCol/SC","HVAEP1-G004396"
0,1.01670456825514,0.996,0.685,0,"En_BodyCol/SC","HVAEP1-G023161"
0,1.00919120035789,0.818,0.149,0,"En_BodyCol/SC","HVAEP1-G020311"
0,1.00682923001746,0.753,0.131,0,"En_BodyCol/SC","HVAEP1-G009293"
0,1.00668836889071,0.67,0.083,0,"En_BodyCol/SC","HVAEP1-G026211"
0,3.57657093052412,0.86,0.055,0,"En_Foot","HVAEP1-G004354"
0,2.71157940374391,0.993,0.36,0,"En_Foot","HVAEP1-G013547"
0,2.57877288388623,0.998,0.342,0,"En_Foot","HVAEP1-G020684"
0,2.48728774288074,1,0.709,0,"En_Foot","HVAEP1-G009435"
0,2.47648247594792,0.97,0.314,0,"En_Foot","HVAEP1-G005629"
0,2.40052759552785,0.974,0.299,0,"En_Foot","HVAEP1-G025498"
0,2.32668429342991,0.973,0.266,0,"En_Foot","HVAEP1-G007587"
0,2.29733652623949,1,0.595,0,"En_Foot","HVAEP1-G024923"
0,2.23148556554711,0.888,0.19,0,"En_Foot","HVAEP1-G017301"
0,2.23133867011417,0.914,0.151,0,"En_Foot","HVAEP1-G023516"
0,2.23119122268561,0.929,0.28,0,"En_Foot","HVAEP1-G020801"
0,2.20239930271955,0.998,0.508,0,"En_Foot","HVAEP1-G009346"
0,2.16744633801993,0.934,0.221,0,"En_Foot","HVAEP1-G020311"
0,2.16128636720717,0.822,0.136,0,"En_Foot","HVAEP1-G027672"
0,2.11863697859539,0.999,0.423,0,"En_Foot","HVAEP1-G019607"
0,2.07127623017719,0.998,0.412,0,"En_Foot","HVAEP1-G009433"
0,2.05129588730524,1,0.635,0,"En_Foot","HVAEP1-G005167"
0,2.01334612994241,0.953,0.266,0,"En_Foot","HVAEP1-G007950"
0,2.00642297660918,0.962,0.294,0,"En_Foot","HVAEP1-G020294"
0,1.97339571109225,0.993,0.383,0,"En_Foot","HVAEP1-G004160"
0,1.96829264956999,0.996,0.38,0,"En_Foot","HVAEP1-G001607"
0,1.95753353948306,0.947,0.358,0,"En_Foot","HVAEP1-G024519"
0,1.94102473902681,1,0.461,0,"En_Foot","HVAEP1-G027231"
0,1.90878535730027,0.999,0.541,0,"En_Foot","HVAEP1-G006331"
0,1.8934459928751,0.943,0.233,0,"En_Foot","HVAEP1-G000761"
0,1.88845353487737,0.994,0.616,0,"En_Foot","HVAEP1-G015835"
0,1.86829012743785,0.909,0.253,0,"En_Foot","HVAEP1-G005336"
0,1.86213915704813,0.994,0.39,0,"En_Foot","HVAEP1-G001637"
0,1.83798205256752,0.892,0.193,0,"En_Foot","HVAEP1-G020291"
0,1.82041312631424,0.805,0.068,0,"En_Foot","HVAEP1-G017018"
0,1.81874444002134,0.992,0.438,0,"En_Foot","HVAEP1-G009436"
0,1.80801268874959,0.923,0.208,0,"En_Foot","HVAEP1-G007952"
0,1.79862564908538,0.964,0.399,0,"En_Foot","HVAEP1-G007808"
0,1.78611062213249,0.7,0.056,0,"En_Foot","HVAEP1-G015707"
0,1.78132241973617,0.812,0.084,0,"En_Foot","HVAEP1-G014180"
0,1.76555455733716,0.801,0.13,0,"En_Foot","HVAEP1-G013033"
0,1.73475243371437,0.984,0.358,0,"En_Foot","HVAEP1-G007132"
0,1.73293160041444,0.999,0.473,0,"En_Foot","HVAEP1-G023243"
0,1.73082028614741,0.972,0.4,0,"En_Foot","HVAEP1-G006793"
0,1.72671715713695,1,0.539,0,"En_Foot","HVAEP1-G011731"
0,1.71607100406829,0.666,0.035,0,"En_Foot","HVAEP1-G019984"
0,1.6926782578986,0.963,0.331,0,"En_Foot","HVAEP1-G022985"
0,1.65871853996399,0.922,0.31,0,"En_Foot","HVAEP1-G001579"
0,1.63269802983078,0.899,0.37,0,"En_Foot","HVAEP1-G005222"
0,1.62555502074372,0.791,0.105,0,"En_Foot","HVAEP1-G004474"
0,1.62402335430862,0.932,0.316,0,"En_Foot","HVAEP1-G027303"
0,1.62196687479127,0.994,0.525,0,"En_Foot","HVAEP1-G001578"
0,1.59815754168695,0.721,0.12,0,"En_Foot","HVAEP1-G018549"
0,1.58989328878346,0.989,0.681,0,"En_Foot","HVAEP1-G021685"
0,1.58602984934419,0.817,0.161,0,"En_Foot","HVAEP1-G016815"
0,1.5620694038006,0.948,0.289,0,"En_Foot","HVAEP1-G001235"
0,1.5553144385104,0.736,0.044,0,"En_Foot","HVAEP1-G010926"
0,1.55371896137387,0.984,0.39,0,"En_Foot","HVAEP1-G023860"
0,1.52768825012815,0.985,0.312,0,"En_Foot","HVAEP1-G023175"
0,1.52237433560069,0.877,0.258,0,"En_Foot","HVAEP1-G013087"
0,1.52159429857519,0.947,0.289,0,"En_Foot","HVAEP1-G008374"
0,1.51160590221123,0.952,0.264,0,"En_Foot","HVAEP1-G019611"
0,1.47966646844123,0.772,0.137,0,"En_Foot","HVAEP1-G027637"
0,1.45436573998162,0.887,0.216,0,"En_Foot","HVAEP1-G002119"
0,1.45200222349006,0.886,0.275,0,"En_Foot","HVAEP1-G027646"
0,1.43679139388844,0.571,0.005,0,"En_Foot","HVAEP1-G010923"
0,1.40140691983686,0.776,0.134,0,"En_Foot","HVAEP1-G012636"
0,1.39931894579653,0.817,0.178,0,"En_Foot","HVAEP1-G006689"
0,1.39617122918666,0.953,0.361,0,"En_Foot","HVAEP1-G007207"
0,1.39166307061545,0.884,0.306,0,"En_Foot","HVAEP1-G016006"
0,1.39030864956952,0.919,0.202,0,"En_Foot","HVAEP1-G006693"
0,1.38941036879964,0.737,0.141,0,"En_Foot","HVAEP1-G021853"
0,1.38132031680698,0.787,0.202,0,"En_Foot","HVAEP1-G001163"
0,1.37557279230027,0.759,0.124,0,"En_Foot","HVAEP1-G009251"
0,1.3601922220919,0.936,0.286,0,"En_Foot","HVAEP1-G008367"
