"id","cor"
"HVAEP1-G028456",0.597357672419687
"HVAEP1-G021818",0.595848807960935
"HVAEP1-G017314",0.595743506285721
"HVAEP1-G007202",0.595641922674898
"HVAEP1-G016397",0.595222421353188
"HVAEP1-G002490",0.594851120697076
"HVAEP1-G007157",0.594367812367284
"HVAEP1-G016651",0.593995023226442
"HVAEP1-G017444",0.593873898143803
"HVAEP1-G005505",0.593542357004074
"HVAEP1-G018355",0.593452425729386
"HVAEP1-G019508",0.593183755439704
"HVAEP1-G025079",0.592564703516791
"HVAEP1-G019092",0.592332016586916
"HVAEP1-G014688",0.592135591179802
"HVAEP1-G021684",0.591783492194416
"HVAEP1-G017481",0.591714127142404
"HVAEP1-G024975",0.591192598609887
"HVAEP1-G028770",0.591142732339318
"HVAEP1-G022402",0.591129077335047
"HVAEP1-G025688",0.590989515988946
"HVAEP1-G023345",0.590387299430904
"HVAEP1-G020997",0.590315903674516
"HVAEP1-G005765",0.590160834229677
"HVAEP1-G013063",0.589766788646941
"HVAEP1-G004094",0.58943896367981
"HVAEP1-G019727",0.589028254046737
"HVAEP1-G020208",0.588919488741086
"HVAEP1-G023264",0.588470518538663
"HVAEP1-G021022",0.588402840357703
"HVAEP1-G027634",0.587996083321574
"HVAEP1-G013368",0.587822884629627
"HVAEP1-G023331",0.587681851661483
"HVAEP1-G010158",0.587118315264647
"HVAEP1-G001197",0.586805131975878
"HVAEP1-G012191",0.585661903747633
"HVAEP1-G014600",0.585551890651059
"HVAEP1-G014007",0.585384604531092
"HVAEP1-G023687",0.585123098936611
"HVAEP1-G020525",0.584851816879934
"HVAEP1-G004504",0.58461906537626
"HVAEP1-G017022",0.584140425011767
"HVAEP1-G008413",0.583707104681705
"HVAEP1-G019280",0.583467005445486
"HVAEP1-G010620",0.583195605666889
"HVAEP1-G003592",0.583190200572236
"HVAEP1-G014399",0.58316880805808
"HVAEP1-G003345",0.582828922511255
"HVAEP1-G027722",0.582809828337875
"HVAEP1-G027763",0.582680568597909
"HVAEP1-G024933",0.582241750599567
"HVAEP1-G014147",0.581773049822827
"HVAEP1-G021301",0.581317845542945
"HVAEP1-G017565",0.581275092781647
"HVAEP1-G019615",0.581074040397551
"HVAEP1-G011472",0.580613285773293
"HVAEP1-G009325",0.579757081494454
"HVAEP1-G015815",0.579727586545493
"HVAEP1-G013149",0.579148531550494
"HVAEP1-G022185",0.578742846192497
"HVAEP1-G016130",0.578627073760873
"HVAEP1-G020163",0.578540682954201
"HVAEP1-G026609",0.578441823427411
"HVAEP1-G010196",0.578404639635817
"HVAEP1-G005709",0.577926880094632
"HVAEP1-G010627",0.577854747578936
"HVAEP1-G022303",0.577420133849296
"HVAEP1-G017049",0.576567918239937
"HVAEP1-G025923",0.576344165196561
"HVAEP1-G025007",0.576209567407747
"HVAEP1-G006044",0.575988978416438
"HVAEP1-G011011",0.575881387177412
"HVAEP1-G015321",0.575392706087241
